370;0;5
0;1;6
8;2;3
62;3;2
31;4;3
9;5;4
64;6;1
9;7;4
43;8;2
245;9;3
9;10;4
3499;11;5
1687;12;5
10;13;5
74;14;3
16;15;5
185;16;4
41712;17;5
4223;18;5
20;19;5
9;20;4
14;21;4
14;22;4
27;23;6
23;24;7
216;25;5
27;26;6
182;27;5
36;28;2
74;29;3
32;30;6
62;31;2
11250;32;5
3;33;3
221;34;10
3;35;3
64;36;1
3;37;3
8;38;3
9;39;4
27;40;6
36;41;2
9;42;4
64;43;1
413;44;3
799;45;5
1104;46;7
44;47;4
241;48;5
3;49;3
3;50;3
43;51;2
324;52;5
9;53;4
14;54;4
9;55;4
3;56;3
36;57;2
3;58;3
27;59;6
3;60;3
3;61;3
64;62;1
43;63;2
64;65;1
36;66;2
27;67;6
36;68;2
9;69;4
1595;70;5
3;71;3
3738;72;5
3;73;3
36;74;2
3;75;3
28;76;3
2026;77;5
41;78;3
3;79;3
75;80;4
9;81;4
3;82;3
3;83;3
3;84;3
3;85;3
64;86;1
3;87;3
3;88;3
29;89;4
3;90;3
14;91;4
28;92;3
3904;93;5
1021;94;6
5797;95;8
232;96;6
186;97;6
118;98;6
41437;99;8
9;100;4
4725;101;7
1117;102;6
17591;103;4
105;104;8
40;105;7
27;106;6
106;107;7
106;108;7
4;109;4
26;110;7
6;111;2
9;112;4
26;113;7
26;114;7
182;115;5
26;116;7
26;117;7
182;118;5
26;119;7
4;120;4
26;121;7
27;122;6
36;123;2
26;124;7
26;125;7
9;126;4
41;127;3
26;128;7
588;129;5
417;130;4
110;131;8
39;132;5
9;133;4
133;134;5
14;135;4
53;136;5
28;137;3
1891;138;5
9;139;4
133;140;5
40;141;7
133;142;5
133;143;5
133;144;5
14;145;4
133;146;5
186;147;6
133;148;5
133;149;5
133;150;5
23072;151;7
133;152;5
0;153;6
155;154;7
118;155;6
182;156;5
182;157;5
4;158;4
72;159;6
46;160;8
182;161;5
155;162;7
9;163;4
163;164;5
27;165;6
165;166;7
165;167;7
165;168;7
9;169;4
165;170;7
165;171;7
40;172;7
46;173;8
36;174;2
9;175;4
4;176;4
9;177;4
9;178;4
104;179;9
185;180;4
9;181;4
481;182;4
14;183;4
20472;184;5
416;185;3
4285;186;5
2101;187;4
14;188;4
180;189;5
3371;190;5
180;191;5
14;192;4
180;193;5
9;194;4
134;195;6
14;196;4
134;197;6
184;198;6
134;199;6
17;200;6
14;201;4
134;202;6
136;203;6
22;204;5
22;205;5
22;206;5
22;207;5
31;208;3
36;209;2
212;210;4
212;211;4
213;212;3
43;213;2
6;214;2
14;215;4
9;216;4
9;217;4
9;218;4
9;219;4
221;220;10
1014;221;9
9;222;4
222;223;5
222;224;5
185;225;4
3604;226;5
221;227;10
27;228;6
9;229;4
228;230;7
75;231;4
3415;232;5
43;233;2
43;234;2
43;235;2
245;236;3
43;237;2
43;238;2
48;239;6
278;240;3
9;241;4
43;242;2
9;243;4
43;244;2
43;245;2
64;246;1
43;247;2
64;248;1
64;249;1
64;250;1
43;251;2
64;252;1
64;253;1
62;254;2
43;255;2
43;256;2
43;257;2
43;258;2
43;259;2
185;260;4
264;261;6
29;262;4
264;263;6
5185;264;5
41986;265;5
9;266;4
43;267;2
455;268;5
43;269;2
9;270;4
270;271;5
5309;272;5
9;273;4
6590;274;7
33312;275;7
43;276;2
99;277;9
36;278;2
43;279;2
3664;280;5
7135;281;5
43;282;2
3417;283;5
6757;284;6
11328;285;5
21931;286;7
43;287;2
4776;288;5
9;289;4
184;290;6
64;291;1
243;292;5
184;293;6
36;294;2
31;295;3
31;296;3
31;297;3
14;298;4
31;299;3
31;300;3
31;301;3
9;302;4
31;303;3
31;304;3
31;305;3
31;306;3
31;307;3
31;308;3
9;309;4
29;310;4
40156;311;4
184;312;6
14;313;4
31;314;3
31;315;3
31;316;3
4169;317;5
176;318;5
9;319;4
176;320;5
176;321;5
42841;322;7
85965;323;7
4;324;4
44;325;4
9;326;4
9;327;4
14;328;4
313;329;5
313;330;5
75;331;4
39;332;5
9;333;4
5685;334;5
14;335;4
40;336;7
40;337;7
40;338;7
40;339;7
40;340;7
40;341;7
184;342;6
40;343;7
40;344;7
40;345;7
40;346;7
1026;347;5
40;348;7
166;349;8
57;350;3
40;351;7
1988;352;5
40;353;7
40;354;7
1014;355;9
1962;356;5
40;357;7
9;358;4
14;359;4
9;360;4
1939;361;5
40;362;7
14;363;4
40;364;7
9;365;4
28;366;3
9;367;4
529;368;6
186;369;6
185;370;4
9;371;4
9;372;4
40;373;7
187;374;5
14;375;4
186;376;6
40;377;7
272;378;6
274;379;8
14;380;4
40;381;7
40;382;7
9;383;4
40;384;7
9;385;4
334;386;6
184;387;6
40355;388;8
9;389;4
280;390;6
9;391;4
14;392;4
32;393;6
185;394;4
40;395;7
40;396;7
36488;397;8
274;398;8
400;399;3
6;400;2
14;401;4
184;402;6
6;403;2
509;404;6
41;405;3
41;406;3
36;407;2
36;408;2
4;409;4
129;410;6
4141;411;4
36;412;2
36;413;2
36;414;2
9;415;4
36;416;2
66;417;3
36;418;2
36;419;2
28;420;3
9;421;4
3943;422;4
9;423;4
28;424;3
36;425;2
75;426;4
36;427;2
75;428;4
36;429;2
2747;430;5
1875;431;5
8709;432;5
36;433;2
8684;434;5
8824;435;5
417;436;4
9456;437;5
231;438;5
36;439;2
16;440;5
16;441;5
16;442;5
16;443;5
16;444;5
9;445;4
278;446;3
16;447;5
226;448;6
9;449;4
75;450;4
450;451;5
10522;452;5
181;453;5
24012;454;6
14;455;4
213;456;3
213;457;3
64;458;1
9;459;4
9;460;4
1103;461;5
1103;462;5
59;463;7
118;464;6
689;465;4
9;466;4
118;467;6
182;468;5
481;469;4
118;470;6
4;471;4
9;472;4
182;473;5
182;474;5
156;475;6
118;476;6
182;477;5
9;478;4
182;479;5
482;480;7
586;481;3
156;482;6
482;483;7
983;484;5
482;485;7
487;486;7
156;487;6
182;488;5
182;489;5
182;490;5
28;491;3
9;492;4
182;493;5
515;494;5
9;495;4
9;496;4
182;497;5
9;498;4
182;499;5
9;500;4
9;501;4
184;502;6
28;503;3
186;504;6
28;505;3
9;506;4
229;507;5
9;508;4
182;509;5
14;510;4
28;511;3
29;512;4
182;513;5
9;514;4
491;515;4
184;516;6
186;517;6
184;518;6
182;519;5
9;520;4
182;521;5
0;522;6
16749;523;8
9;524;4
221;525;10
9;526;4
526;527;5
14;528;4
526;529;5
526;530;5
532;531;5
9;532;4
14;533;4
14;534;4
12206;535;5
9;536;4
536;537;5
536;538;5
536;539;5
536;540;5
9;541;4
543;542;7
27;543;6
118;544;6
543;545;7
204;546;6
10050;547;4
360;548;5
360;549;5
300;550;4
337;551;8
14;552;4
340;553;8
9;554;4
9;555;4
28;556;3
558;557;5
9;558;4
557;559;6
557;560;6
557;561;6
11838;562;7
341;563;8
455;564;5
14;565;4
302;566;5
569;567;6
14;568;4
568;569;5
6;570;2
6;571;2
129;572;6
571;573;3
576;574;5
576;575;5
2541;576;4
28;577;3
9;578;4
580;579;5
9;580;4
582;581;3
6;582;2
9;583;4
129;584;6
129;585;6
62;586;2
129;587;6
9;588;4
185;589;4
129;590;6
6;591;2
591;592;3
4;593;4
9;594;4
226;595;6
677;596;5
75;597;4
6;598;2
4;599;4
28;600;3
185;601;4
226;602;6
130;603;5
9;604;4
4;605;4
130;606;5
9;607;4
129;608;6
6;609;2
9;610;4
492;611;5
129;612;6
3353;613;5
130;614;5
9;615;4
185;616;4
129;617;6
29;618;4
129;619;6
186;620;6
14;621;4
6;622;2
9;623;4
129;624;6
186;625;6
186;626;6
129;627;6
186;628;6
6981;629;5
9;630;4
186;631;6
184;632;6
129;633;6
18520;634;6
29;635;4
274;636;8
226;637;6
9;638;4
29;639;4
232;640;6
9;641;4
9;642;4
8;643;3
130;644;5
185;645;4
184;646;6
14;647;4
130;648;5
9;649;4
6;650;2
14;651;4
9;652;4
4;653;4
1136;654;5
185;655;4
9;656;4
6;657;2
6;658;2
4;659;4
6;660;2
6;661;2
226;662;6
6;663;2
4;664;4
1154;665;5
9;666;4
6;667;2
9;668;4
4;669;4
9;670;4
8;671;3
9;672;4
6;673;2
6;674;2
654;675;6
9;676;4
14;677;4
9;678;4
9;679;4
9;680;4
75;681;4
9;682;4
14;683;4
9;684;4
6;685;2
18520;686;6
9;687;4
6;688;2
28;689;3
808;690;5
979;691;5
9;692;4
4;693;4
611;694;6
9;695;4
14;696;4
9;697;4
6;698;2
184;699;6
9;700;4
9;701;4
6;702;2
6;703;2
6;704;2
75;705;4
9;706;4
9;707;4
184;708;6
9;709;4
9;710;4
4;711;4
4;712;4
9;713;4
75;714;4
6;715;2
184;716;6
187;717;5
274;718;8
9;719;4
75;720;4
14;721;4
9;722;4
186;723;6
185;724;4
6;725;2
9;726;4
6;727;2
14;728;4
6;729;2
6;730;2
450;731;5
6;732;2
6;733;2
9;734;4
185;735;4
9;736;4
29;737;4
184;738;6
185;739;4
226;740;6
6;741;2
9;742;4
184;743;6
75;744;4
184;745;6
6;746;2
28;747;3
14;748;4
6;749;2
6;750;2
184;751;6
9;752;4
186;753;6
14;754;4
185;755;4
226;756;6
184;757;6
6;758;2
184;759;6
186;760;6
9;761;4
14;762;4
187;763;5
14;764;4
186;765;6
185;766;4
184;767;6
9;768;4
14;769;4
9;770;4
14;771;4
184;772;6
9;773;4
14;774;4
14;775;4
272;776;6
9;777;4
6;778;2
6;779;2
184;780;6
184;781;6
14;782;4
185;783;4
28;784;3
9;785;4
28;786;3
264;787;6
184;788;6
9;789;4
6;790;2
29;791;4
9;792;4
185;793;4
6;794;2
186;795;6
4;796;4
9;797;4
27;798;6
9;799;4
4;800;4
4;801;4
4;802;4
9;803;4
4;804;4
245;805;3
9;806;4
4;807;4
9;808;4
9;809;4
9;810;4
4;811;4
9;812;4
4;813;4
9;814;4
4;815;4
9;816;4
4;817;4
4;818;4
4;819;4
4;820;4
9;821;4
9;822;4
9;823;4
67;824;7
9;825;4
4;826;4
4;827;4
232;828;6
9;829;4
1497;830;5
9;831;4
9;832;4
9;833;4
4;834;4
9;835;4
9;836;4
9;837;4
20980;838;7
9;839;4
4;840;4
9;841;4
9;842;4
9;843;4
28;844;3
4;845;4
9;846;4
9;847;4
9;848;4
28;849;3
28;850;3
4;851;4
4;852;4
28;853;3
9;854;4
4;855;4
9;856;4
9;857;4
9;858;4
28;859;3
4;860;4
185;861;4
4;862;4
184;863;6
4;864;4
4;865;4
9;866;4
9;867;4
184;868;6
9;869;4
9;870;4
9;871;4
2160;872;5
4;873;4
4;874;4
9;875;4
9;876;4
4;877;4
14;878;4
75;879;4
4;880;4
14;881;4
9;882;4
4;883;4
14;884;4
4;885;4
9;886;4
9;887;4
9;888;4
28;889;3
9;890;4
28;891;3
9;892;4
603;893;6
893;894;7
9;895;4
9;896;4
9;897;4
4;898;4
4;899;4
9;900;4
450;901;5
9;902;4
4;903;4
9;904;4
14;905;4
28;906;3
9;907;4
9;908;4
9;909;4
226;910;6
9;911;4
4;912;4
4;913;4
9;914;4
4;915;4
9;916;4
4;917;4
4;918;4
9;919;4
3588;920;6
274;921;8
4;922;4
4;923;4
28;924;3
9;925;4
9;926;4
4;927;4
9;928;4
4;929;4
4;930;4
9;931;4
184;932;6
9;933;4
4;934;4
186;935;6
14;936;4
186;937;6
53032;938;6
9;939;4
4;940;4
264;941;6
75;942;4
184;943;6
184;944;6
264;945;6
14;946;4
4;947;4
280;948;6
4;949;4
28;950;3
14;951;4
280;952;6
274;953;8
14;954;4
9;955;4
9;956;4
9;957;4
583;958;5
0;959;6
9;960;4
965;961;6
960;962;5
960;963;5
960;964;5
960;965;5
302;966;5
9;967;4
9;968;4
62;969;2
971;970;4
68;971;3
971;972;4
971;973;4
9;974;4
971;975;4
971;976;4
971;977;4
979;978;5
75;979;4
981;980;5
9;981;4
278;982;3
9;983;4
344;984;8
215;985;5
185;986;4
9;987;4
9;988;4
166;989;8
166;990;8
992;991;5
9;992;4
586;993;3
586;994;3
993;995;4
9;996;4
993;997;4
75;998;4
67;999;7
67;1000;7
1003;1001;6
654;1002;6
1640;1003;5
305;1004;4
187;1005;5
221;1006;10
221;1007;10
221;1008;10
1008;1009;11
221;1010;10
28;1011;3
221;1012;10
221;1013;10
354;1014;8
221;1015;10
221;1016;10
221;1017;10
221;1018;10
221;1019;10
9;1020;4
5598;1021;5
14;1022;4
992;1023;5
347;1024;6
347;1025;6
9;1026;4
956;1027;5
956;1028;5
65;1029;2
9;1030;4
65;1031;2
8;1032;3
14;1033;4
9;1034;4
14;1035;4
1035;1036;5
14;1037;4
1037;1038;5
14;1039;4
1041;1040;7
184;1041;6
1041;1042;7
1041;1043;7
1041;1044;7
1041;1045;7
1041;1046;7
1041;1047;7
1041;1048;7
1041;1049;7
1041;1050;7
1041;1051;7
1041;1052;7
1041;1053;7
1041;1054;7
1041;1055;7
57;1056;3
57;1057;3
407;1058;3
9;1059;4
9;1060;4
123;1061;3
441;1062;6
9;1063;4
9;1064;4
27;1065;6
9;1066;4
168;1067;8
1069;1068;5
9;1069;4
9;1070;4
1070;1071;5
797;1072;5
797;1073;5
349;1074;9
9;1075;4
1075;1076;5
9;1077;4
1077;1078;5
1077;1079;5
796;1080;5
9;1081;4
1081;1082;5
1082;1083;6
9;1084;4
1084;1085;5
44;1086;4
44;1087;4
44;1088;4
656;1089;5
44;1090;4
9;1091;4
545;1092;8
1089;1093;6
12235;1094;5
44;1095;4
44;1096;4
44;1097;4
12281;1098;5
9;1099;4
46;1100;8
46;1101;8
461;1102;6
481;1103;4
118;1104;6
9;1105;4
799;1106;5
545;1107;8
799;1108;5
49;1109;4
19;1110;6
53;1111;5
9;1112;4
53;1113;5
9;1114;4
9;1115;4
9;1116;4
217;1117;5
11388;1118;5
13947;1119;5
10990;1120;5
13621;1121;5
5;1122;5
5;1123;5
5;1124;5
9;1125;4
1058;1126;4
1058;1127;4
1058;1128;4
156;1129;6
156;1130;6
9;1131;4
156;1132;6
654;1133;6
9;1134;4
9;1135;4
9;1136;4
9;1137;4
486;1138;8
240;1139;4
240;1140;4
240;1141;4
240;1142;4
240;1143;4
240;1144;4
240;1145;4
240;1146;4
240;1147;4
240;1148;4
240;1149;4
240;1150;4
240;1151;4
243;1152;5
243;1153;5
9;1154;4
1154;1155;5
1154;1156;5
14;1157;4
58;1158;4
9;1159;4
9;1160;4
1154;1161;5
1154;1162;5
242;1163;3
350;1164;4
9;1165;4
553;1166;9
554;1167;5
1041;1168;7
9;1169;4
9;1170;4
9;1171;4
9;1172;4
9;1173;4
9;1174;4
118;1175;6
9;1176;4
9;1177;4
9;1178;4
9;1179;4
9;1180;4
9;1181;4
9;1182;4
9;1183;4
9;1184;4
159;1185;7
9;1186;4
9;1187;4
9;1188;4
9;1189;4
2784;1190;6
118;1191;6
9;1192;4
9;1193;4
9;1194;4
9;1195;4
9;1196;4
9;1197;4
483;1198;8
9;1199;4
9;1200;4
9;1201;4
1165;1202;5
184;1203;6
9;1204;4
9;1205;4
9;1206;4
9;1207;4
9;1208;4
9;1209;4
9;1210;4
9;1211;4
9;1212;4
9;1213;4
9;1214;4
9;1215;4
9;1216;4
489;1217;6
9;1218;4
9;1219;4
425;1220;3
9;1221;4
9;1222;4
9;1223;4
9;1224;4
9;1225;4
9;1226;4
9;1227;4
9;1228;4
9;1229;4
9;1230;4
9;1231;4
9;1232;4
9;1233;4
9;1234;4
9;1235;4
9;1236;4
9;1237;4
14;1238;4
9;1239;4
9;1240;4
9;1241;4
9;1242;4
28;1243;3
9;1244;4
1103;1245;5
9;1246;4
9;1247;4
9;1248;4
9;1249;4
9;1250;4
9;1251;4
9;1252;4
9;1253;4
9;1254;4
492;1255;5
9;1256;4
9;1257;4
9;1258;4
9;1259;4
9;1260;4
9;1261;4
