74;0;4
0;1;5
8;2;3
43;3;1
241;4;2
9;5;7
417;6;5
2;7;4
213;8;2
156;9;6
6;10;6
3499;11;8
9;12;7
10;13;7
568;14;8
16;15;8
9;16;7
298;17;8
45262;18;10
20;19;8
9;20;7
14;21;9
14;22;9
27;23;6
6;24;6
9;25;7
110;26;7
182;27;5
66;28;4
250;29;2
32;30;9
9;31;7
814;32;8
3;33;2
221;34;9
3;35;2
64;36;2
3;37;2
3;38;2
9;39;7
105;40;8
36;41;3
3;42;2
413;44;4
94;45;10
1103;46;5
43;47;1
239;48;2
44;49;5
3;50;2
3;51;2
324;52;4
182;53;5
44;54;5
9;55;7
3;56;2
3;57;2
347;58;9
27;59;6
3;60;2
3;61;2
43;62;1
64;63;2
43;64;1
240;65;8
36;66;3
9;67;7
1690;68;8
66;69;4
1595;70;8
3;71;2
15758;72;4
3;73;2
36;74;3
416;75;4
229;76;5
28;77;5
65;78;9
103;79;8
9;80;7
9;81;7
3;82;2
3;83;2
3;84;2
3;85;2
64;86;2
9;87;7
43;88;1
272;89;4
3;90;2
49397;91;10
3;92;2
46187;93;10
285;94;9
226;95;4
67;96;8
213;97;2
9;98;7
3;99;2
14889;100;8
14;101;9
75;102;5
4657;103;7
105;104;8
9;105;7
27;106;6
106;107;7
9;108;7
26;109;8
6;110;6
26;111;8
9;112;7
26;113;8
26;114;8
160;115;4
26;116;8
469;117;5
182;118;5
9;119;7
9;120;7
26;121;8
27;122;6
36;123;3
26;124;8
160;125;4
9;126;7
26;127;8
9;128;7
241;129;2
69;130;5
110;131;7
39;132;8
9;133;7
181;134;7
9;135;7
53;136;6
0;137;5
18653;138;12
28;139;5
133;140;8
133;141;8
133;142;8
142;143;9
133;144;8
9;145;7
9;146;7
34961;147;9
39663;148;9
37065;149;9
9;150;7
23369;151;6
397;152;5
23072;153;10
155;154;7
156;155;6
182;156;5
182;157;5
9;158;7
462;159;6
586;160;3
462;161;6
461;162;6
9;163;7
9;164;7
27;165;6
165;166;7
9;167;7
165;168;7
9;169;7
62;170;2
165;171;7
4015;172;8
36;173;3
36;174;3
9;175;7
175;176;8
9;177;7
9;178;7
104;179;9
0;180;5
6;181;6
481;182;4
1414;183;4
83;184;3
36;185;3
9;186;7
25735;187;9
14;188;9
491;189;8
3371;190;10
180;191;6
6;192;6
180;193;6
9;194;7
9;195;7
9;196;7
134;197;8
9;198;7
134;199;8
14;200;9
14;201;9
186;202;8
14;203;9
22;204;10
22;205;10
22;206;10
22;207;10
31;208;8
36;209;3
211;210;3
213;211;2
211;212;3
43;213;1
77;214;6
9;215;7
9;216;7
9;217;7
9;218;7
9;219;7
221;220;9
1990;221;8
9;222;7
222;223;8
222;224;8
75;225;5
36;226;3
221;227;9
9;228;7
74;229;4
5422;230;8
75;231;5
12598;232;8
43;233;1
43;234;1
43;235;1
245;236;8
43;237;1
43;238;1
43;239;1
9;240;7
43;241;1
43;242;1
43;243;1
43;244;1
9;245;7
64;246;2
64;247;2
64;248;2
43;249;1
43;250;1
43;251;1
64;252;2
64;253;2
62;254;2
43;255;1
43;256;1
43;257;1
43;258;1
43;259;1
185;260;4
43;261;1
43;262;1
28;263;5
69;264;5
25693;265;9
43;266;1
24190;267;9
455;268;4
43;269;1
9;270;7
270;271;8
36;272;3
28;273;5
10469;274;8
13861;275;5
43;276;1
6757;277;9
36;278;3
14;279;9
12011;280;10
48320;281;10
186;282;8
26147;283;9
12196;284;10
698;285;8
9852;286;8
14789;287;7
3537;288;8
185;289;4
32;290;9
75;291;5
1249;292;8
9;293;7
36;294;3
31;295;8
31;296;8
31;297;8
9;298;7
31;299;8
31;300;8
9;301;7
9;302;7
