36;0;1
0;1;2
8;2;4
62;3;3
417;4;3
9;5;4
702;6;5
4828;7;5
68;8;3
3852;9;3
6;10;6
3499;11;5
184;12;2
10;13;7
416;14;2
16;15;8
27;16;7
41716;17;4
20627;18;3
20;19;5
9;20;4
14;21;3
14;22;3
27;23;7
6;24;6
1065;25;8
36;26;1
182;27;6
76;28;3
3464;29;3
31;30;9
40;31;8
48924;32;4
36;33;1
221;34;6
3;35;4
3;37;4
8;38;4
9;39;4
27;40;7
36;41;1
3;42;4
64;43;2
413;44;2
3;45;4
804;46;5
3;47;4
3;48;4
43;49;3
3;50;4
45;51;5
324;52;5
487;53;8
3;54;4
9;55;4
9;56;4
350;57;5
1157;58;4
27;59;7
3;60;4
3;61;4
64;62;2
8;63;4
36;64;1
250;65;3
36;66;1
182;67;6
66;68;2
264;69;2
1595;70;5
3;71;4
364;72;9
3;73;4
36;74;1
618;75;3
74;76;2
214;77;9
971;78;9
98;79;4
186;80;3
9;81;4
3;82;4
184;83;2
3;84;4
240;85;5
3;86;4
9;87;4
43;88;3
14;89;3
3;90;4
102;91;5
9753;92;5
1307;93;5
431;94;5
65;95;4
264;96;2
40;97;8
18701;98;3
52232;99;6
156;100;7
18701;101;3
213;102;4
156;103;7
105;104;9
40;105;8
27;106;7
106;107;8
910;108;3
165;109;8
4;110;4
292;111;6
9;112;4
26;113;2
26;114;2
157;115;7
26;116;2
469;117;6
155;118;8
26;119;2
4;120;4
26;121;2
27;122;7
36;123;1
26;124;2
26;125;2
9;126;4
41;127;2
26;128;2
618;129;3
618;130;3
659;131;5
31;132;9
9;133;4
133;134;5
14;135;3
53;136;9
14;137;3
184;138;2
28;139;4
133;140;5
133;141;5
143;142;6
133;143;5
52910;144;4
133;145;5
14;146;3
37432;147;4
1121;148;5
23714;149;3
133;150;5
186;151;3
23926;152;6
9;153;4
155;154;8
156;155;7
182;156;6
182;157;6
155;158;8
9;159;4
469;160;6
118;161;9
155;162;8
9;163;4
163;164;5
27;165;7
165;166;8
9;167;4
9;168;4
165;169;8
36;170;1
165;171;8
323;172;6
798;173;8
36;174;1
176;175;5
4;176;4
9;177;4
176;178;5
104;179;10
14;180;3
9;181;4
481;182;5
9;183;4
36;184;1
15923;185;3
416;186;2
20853;187;4
14;188;3
6;189;6
3371;190;4
3371;191;4
185;192;4
180;193;4
9;194;4
134;195;6
315;196;10
134;197;6
184;198;2
134;199;6
134;200;6
14;201;3
9;202;4
9;203;4
22;204;4
22;205;4
22;206;4
22;207;4
31;208;9
36;209;1
213;210;4
210;211;5
210;212;5
43;213;3
216;214;8
6;215;6
27;216;7
9;217;4
9;218;4
214;219;9
221;220;6
1990;221;5
9;222;4
222;223;5
222;224;5
9;225;4
36;226;1
221;227;6
4;228;4
76;229;3
226;230;2
75;231;4
86580;232;5
43;233;3
43;234;3
43;235;3
245;236;4
43;237;3
43;238;3
43;239;3
65;240;4
4;241;4
43;242;3
173;243;9
43;244;3
43;245;3
64;246;2
64;247;2
64;248;2
43;249;3
64;250;2
43;251;3
64;252;2
43;253;3
62;254;3
43;255;3
43;256;3
43;257;3
43;258;3
43;259;3
185;260;4
9;261;4
29;262;4
43;263;3
36;264;1
16928;265;4
185;266;4
43;267;3
43;268;3
43;269;3
184;270;2
270;271;3
9346;272;3
264;273;2
3300;274;4
10922;275;4
43;276;3
11348;277;4
36;278;1
43;279;3
11994;280;4
43;281;3
187;282;5
5930;283;5
11549;284;4
11071;285;4
764;286;4
14638;287;5
10232;288;5
186;289;3
432;290;6
14;291;3
536;292;5
184;293;2
36;294;1
31;295;9
31;296;9
31;297;9
31;298;9
31;299;9
31;300;9
226;301;2
9;302;4
31;303;9
31;304;9
40;305;8
31;306;9
31;307;9
31;308;9
4;309;4
4;310;4
40156;311;4
184;312;2
14;313;3
14;314;3
31;315;9
355;316;4
86943;317;5
176;318;5
9;319;4
176;320;5
275;321;5
13885;322;4
15489;323;5
4;324;4
14;325;3
9;326;4
9;327;4
14;328;3
313;329;4
9;330;4
186;331;3
39;332;5
39;333;5
523;334;3
185;335;4
40;336;8
40;337;8
40;338;8
40;339;8
40;340;8
563;341;5
4;342;4
40;343;8
40;344;8
40;345;8
40;346;8
1026;347;5
40;348;8
166;349;9
9;350;4
40;351;8
40;352;8
40;353;8
9;354;4
2195;355;3
9;356;4
9;357;4
9;358;4
9;359;4
9;360;4
1939;361;4
40;362;8
184;363;2
40;364;8
9;365;4
28;366;4
9;367;4
529;368;6
9;369;4
28;370;4
9;371;4
184;372;2
40;373;8
40;374;8
186;375;3
186;376;3
40;377;8
9;378;4
14;379;3
18701;380;3
9;381;4
